0,0,0.33473994648780586,0.38430715573332797,0.0634450247038526,0.0027763985042571077,0.10987552940649511,0.04561863297797032,0.058908904961332366
0,1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
0,2,0.2675039950366747,0.45911332508100844,0.06281399650136034,0.003350216313179276,0.11939474596518894,0.07718889478148735,0.01063482632110083
0,3,0.3665313852813853,0.4166396103896104,0.053030303030303025,0.0,0.14296536796536796,0.020833333333333332,0.0
0,4,0.23788142860723502,0.4507031946548075,0.07776573784638302,0.001466275659824047,0.12550057469412307,0.057128310757343016,0.04955447778028423
0,5,0.3162573562244936,0.3966899693895573,0.05701341741127708,0.0020703083967706054,0.12429331556243331,0.06310701007781006,0.04056862293765789
0,6,0.2974600350340674,0.42254147422084043,0.06657843201902133,0.003037949000457338,0.10771225386120069,0.04833319102700443,0.054155451304143974
0,7,0.14017094017094017,0.3235042735042735,0.08034188034188035,0.0,0.17222222222222222,0.20683760683760682,0.07692307692307693
0,8,0.22798724572918125,0.47515942838523495,0.07551319648093842,0.0035842293906810036,0.1694200065167807,0.04833589349718382,0.0
0,9,0.34811709754442793,0.3680687074964481,0.04843943444385402,0.0023205820270597597,0.102020129508048,0.031080402221783016,0.09995364675837926
1,0,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.4833333333333333
1,1,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0
1,5,0.375,0.25,0.0,0.0,0.0,0.0,0.375
1,6,0.6296296296296295,0.05555555555555555,0.0,0.0,0.0,0.0,0.31481481481481477
1,7,0,0,0,0,0,0,0
1,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,9,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.5
2,0,0.2526544674945588,0.2965226281745412,0.0629944566823493,0.0,0.13261573473166843,0.07368138841297038,0.18153132450391155
2,1,0,0,0,0,0,0,0
2,2,0.31333333333333335,0.5533333333333333,0.0,0.0,0.0,0.03333333333333333,0.1
2,3,0,0,0,0,0,0,0
2,4,0.0,0.5,0.0,0.0,0.0,0.5,0.0
2,5,0.2523809523809524,0.38730158730158726,0.09047619047619047,0.0,0.01904761904761905,0.09206349206349206,0.15873015873015875
2,6,0.23614302491830064,0.358178141048086,0.05499277836134454,0.0,0.149280389239029,0.10755335988562092,0.09072730654761905
2,7,0,0,0,0,0,0,0
2,8,0,0,0,0,0,0,0
2,9,0.38333333333333336,0.1722222222222222,0.0,0.0,0.15555555555555556,0.06666666666666667,0.2222222222222222
3,0,0.3816316193284695,0.3729125351172599,0.042967443754845326,0.0014763779527559055,0.04569427000529363,0.013959808054296243,0.14135794578707978
3,1,0,0,0,0,0,0,0
3,2,0.4119047619047619,0.3584249084249084,0.1032967032967033,0.0,0.038461538461538464,0.02564102564102564,0.06227106227106227
3,3,0,0,0,0,0,0,0
3,4,0.3958333333333333,0.6041666666666666,0.0,0.0,0.0,0.0,0.0
3,5,0.3837645687645687,0.40611888111888106,0.04256410256410256,0.01846153846153846,0.0363986013986014,0.006923076923076923,0.10576923076923077
3,6,0.35788050838050833,0.4073575313575313,0.04221230158730158,0.006666666666666666,0.05289502164502162,0.007535409035409035,0.12545256132756127
3,7,0,0,0,0,0,0,0
3,8,0.05,0.9,0.05,0.0,0.0,0.0,0.0
3,9,0.36825029960623173,0.3518233179250127,0.04620784112309537,0.0,0.025081321691491184,0.0,0.20863721965416876
4,0,0.32561182998416344,0.3537977086506962,0.0642506512002718,0.004833728590651104,0.1057838367086383,0.07007990642631774,0.07564233843926188
4,1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
4,2,0.26033826040824926,0.3691345965842046,0.02791871249318058,0.00425531914893617,0.1302420843434281,0.12999993505312654,0.07811109196887472
4,3,0.36136363636363633,0.3,0.2143939393939394,0.0,0.06818181818181818,0.0393939393939394,0.016666666666666666
4,4,0.20720486111111114,0.4105654761904763,0.03229166666666666,0.0,0.12756696428571426,0.13487103174603174,0.08750000000000001
4,5,0.29124506104467135,0.3393157256302403,0.05849970257787674,0.003363499245852187,0.14064741357202037,0.08850921054101554,0.07841938738832367
4,6,0.30022469583695877,0.3818883872538747,0.05775404048215044,0.0021193929423683096,0.11912141637597548,0.06986799683185711,0.06830755459024004
4,7,0.09833333333333334,0.12333333333333334,0.16999999999999998,0.0,0.265,0.3433333333333333,0.0
4,8,0.30386904761904765,0.3416666666666666,0.0875,0.0,0.14821428571428572,0.11875,0.0
4,9,0.3225457857320601,0.3401771521869561,0.0552822023655357,0.00202020202020202,0.12063864512393921,0.04571869941967981,0.11361731315162689
5,0,0.3506291047069655,0.3716813645003001,0.05620073215181533,0.0033274285377409966,0.08425662198576153,0.028692649200804277,0.10506894038737707
5,1,0,0,0,0,0,0,0
5,2,0.3588561333844353,0.336322220756183,0.04337348535461743,0.015723270440251572,0.12411210382908495,0.0328904324187343,0.08872235381669344
5,3,0.2278138528138528,0.41522366522366516,0.23737373737373735,0.0,0.015151515151515152,0.10443722943722944,0.0
5,4,0.22532729616062946,0.5081620539953873,0.06278490028490029,0.003968253968253968,0.07125220458553792,0.027425044091710756,0.10108024691358025
5,5,0.33932689461906096,0.3823073283841445,0.059116561703421194,0.00423828308443693,0.09934520777521338,0.034203337653867315,0.08146238677985566
5,6,0.32809602057058074,0.41246857894950545,0.054126494389822505,0.005483908415678139,0.0935739793463153,0.028107028607175923,0.0778767025286949
5,7,0.14375,0.43125,0.3,0.0,0.09375,0.03125,0.0
5,8,0.22606060606060605,0.5503896103896104,0.03783549783549784,0.0,0.11591836734693876,0.03238095238095238,0.03741496598639455
5,9,0.3416827615566023,0.34228010125622205,0.07297744531853234,0.0044178128371089535,0.09495973289679513,0.027008660337077935,0.11667348579766111
6,0,0.35519343872488346,0.3679380781831797,0.05137026937740142,0.002660496257785971,0.06757628133802215,0.01757501690282995,0.13746968752972494
6,1,0,0,0,0,0,0,0
6,2,0.3109523809523809,0.5757142857142857,0.03866666666666667,0.0,0.03133333333333333,0.013333333333333332,0.03
6,3,0.5,0.5,0.0,0.0,0.0,0.0,0.0
6,4,0.3794444444444444,0.4596031746031746,0.03277777777777778,0.0,0.08293650793650793,0.03571428571428571,0.009523809523809523
6,5,0.34076087119339715,0.4459494163084128,0.043129652930690994,0.004129530600118836,0.0707554911447645,0.012026143790849672,0.08324889403176601
6,6,0.3037230017497828,0.4211023666990554,0.06551672594136776,0.004017558927378566,0.07333843490537686,0.020995237227702152,0.11130667454933639
6,7,0.13333333333333333,0.6333333333333333,0.16666666666666666,0.0,0.06666666666666667,0.0,0.0
6,8,0.41044973544973545,0.5005291005291004,0.0,0.0,0.07513227513227513,0.013888888888888888,0.0
6,9,0.3144347198695025,0.4103188719493069,0.03968802936194241,0.0,0.06070142417968504,0.0017391304347826088,0.1731178242047807
7,0,0.28976112775340906,0.3714717941463218,0.06658344478426102,0.004255581900810117,0.07464003801945232,0.04581152934741177,0.14747648404833397
7,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,2,0.16424394319131158,0.44945697577276517,0.09181286549707603,0.0,0.08763575605680868,0.1379281537176274,0.06892230576441102
7,3,0,0,0,0,0,0,0
7,4,0.2805361305361305,0.3268065268065268,0.13519813519813517,0.0,0.1107226107226107,0.13135198135198134,0.015384615384615385
7,5,0.25905564472980197,0.30879703941501696,0.05728999464954522,0.0011235955056179776,0.12233814874264314,0.08057784911717496,0.17081772784019977
7,6,0.2661137366861592,0.4038295857397694,0.059594681503283654,0.0002986857825567503,0.09461350518434639,0.051918989015763195,0.12363081608812158
7,7,0.0,0.375,0.0,0.0,0.0,0.625,0.0
7,8,0.05555555555555555,0.7222222222222223,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0
7,9,0.2793562610229277,0.2873985890652557,0.05030864197530864,0.0,0.08694885361552028,0.04167548500881834,0.2543121693121693
8,0,0.34801267281105985,0.42294546850998466,0.024462365591397847,0.0,0.004838709677419356,0.0,0.19974078341013823
8,1,0,0,0,0,0,0,0
8,2,0.25,0.75,0.0,0.0,0.0,0.0,0.0
8,3,0,0,0,0,0,0,0
8,4,0.38888888888888884,0.611111111111111,0.0,0.0,0.0,0.0,0.0
8,5,0.4075757575757576,0.38863636363636367,0.10378787878787878,0.0,0.009090909090909092,0.0,0.09090909090909091
8,6,0.38945578231292516,0.284795918367347,0.022755102040816325,0.0,0.011904761904761904,0.0014285714285714286,0.28965986394557824
8,7,0,0,0,0,0,0,0
8,8,0,0,0,0,0,0,0
8,9,0.41766666666666663,0.3443333333333333,0.02,0.0,0.0,0.0,0.21799999999999997
9,0,0.333482423050992,0.38323036558364765,0.060339601958234935,0.004142739459013869,0.10397063386857588,0.03312889183499541,0.08125638965430548
9,1,0,0,0,0,0,0,0
9,2,0.2902131248715916,0.4087822832415091,0.05928446672910686,0.0013065143412736996,0.13449185608015485,0.03905823378826657,0.06610999639778137
9,3,0.23520139281008842,0.3923630717108978,0.06578831796223099,0.0,0.14795156534286968,0.0572463768115942,0.08695652173913043
9,4,0.25166596586088097,0.4757025460415291,0.0576621354163727,0.0016949152542372883,0.12266984428001379,0.04736071367427301,0.042396421845574385
9,5,0.3041147031516885,0.42357782619766254,0.06014661047855353,0.005163975282742217,0.11063643041451694,0.04237798292385611,0.0537637488913126
9,6,0.30257911908288776,0.41407743770865185,0.06264657318562443,0.004162522379039893,0.10613225633376597,0.038846369142733435,0.07094773084566273
9,7,0.07474747474747474,0.6121212121212122,0.045454545454545456,0.0,0.21212121212121213,0.05555555555555556,0.0
9,8,0.25962330797857114,0.4672007451612715,0.06676506972559604,0.004511278195488722,0.1453880549275286,0.030195754537859804,0.02631578947368421
9,9,0.35198164627832634,0.3698006500761643,0.05920804178273512,0.0023687451336907857,0.08579547348820445,0.030726438871917654,0.09713507468308692
